                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.8702,                 15.257,                 3.0198,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 0.0901,                 0.0011,                 0.0011
                      2,                 3.4556,                 7.9272,                 3.8412,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.079254,              0.0022545,              0.0022545
                      3,                 3.3468,                 4.6015,                 3.1952,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.068361,              0.0033614,              0.0033614
                      4,                 3.2592,                  4.543,                 3.1308,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.057421,              0.0044208,              0.0044208
                      5,                 3.1859,                  4.545,                 3.0315,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.046433,              0.0054327,              0.0054327
                      6,                 3.0694,                 4.5706,                 2.9983,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.035397,              0.0063971,              0.0063971
                      7,                 3.0459,                 4.5771,                 2.9689,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.024314,               0.007314,               0.007314
                      8,                 2.9998,                 4.8977,                 3.0088,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.013183,              0.0081833,              0.0081833
                      9,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.008416,               0.008416,               0.008416
                     10,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.008416,               0.008416,               0.008416
                     11,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.008218,               0.008218,               0.008218
                     12,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00802,                0.00802,                0.00802
                     13,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007822,               0.007822,               0.007822
                     14,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007624,               0.007624,               0.007624
                     15,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007426,               0.007426,               0.007426
                     16,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007228,               0.007228,               0.007228
                     17,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00703,                0.00703,                0.00703
                     18,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006832,               0.006832,               0.006832
                     19,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006634,               0.006634,               0.006634
                     20,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006436,               0.006436,               0.006436
                     21,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006238,               0.006238,               0.006238
                     22,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00604,                0.00604,                0.00604
                     23,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005842,               0.005842,               0.005842
                     24,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005644,               0.005644,               0.005644
                     25,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005446,               0.005446,               0.005446
                     26,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005248,               0.005248,               0.005248
                     27,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00505,                0.00505,                0.00505
                     28,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004852,               0.004852,               0.004852
                     29,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004654,               0.004654,               0.004654
                     30,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004456,               0.004456,               0.004456
                     31,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004258,               0.004258,               0.004258
                     32,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00406,                0.00406,                0.00406
                     33,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003862,               0.003862,               0.003862
                     34,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003664,               0.003664,               0.003664
                     35,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003466,               0.003466,               0.003466
                     36,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003268,               0.003268,               0.003268
                     37,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00307,                0.00307,                0.00307
                     38,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002872,               0.002872,               0.002872
                     39,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002674,               0.002674,               0.002674
                     40,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002476,               0.002476,               0.002476
