                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1852,                 4.9446,                 2.2012,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 0.0901,                 0.0011,                 0.0011
                      2,                 2.0164,                 4.5605,                 2.0817,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.079254,              0.0022545,              0.0022545
                      3,                 1.9202,                 3.8499,                 1.9872,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.068361,              0.0033614,              0.0033614
                      4,                  1.825,                 3.2937,                 1.9141,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.057421,              0.0044208,              0.0044208
                      5,                 1.7259,                 2.8865,                 1.8219,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.046433,              0.0054327,              0.0054327
                      6,                 1.6661,                 2.5935,                 1.7712,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.035397,              0.0063971,              0.0063971
                      7,                 1.5987,                 2.3323,                 1.7225,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.024314,               0.007314,               0.007314
                      8,                 1.5594,                  2.134,                 1.6842,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.013183,              0.0081833,              0.0081833
                      9,                  1.501,                 1.9788,                 1.6503,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.008416,               0.008416,               0.008416
                     10,                 1.4826,                 1.8583,                 1.6408,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.008416,               0.008416,               0.008416
                     11,                 1.4153,                 1.7084,                 1.5856,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.008218,               0.008218,               0.008218
                     12,                 1.3682,                 1.6009,                 1.5436,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00802,                0.00802,                0.00802
                     13,                 1.3353,                 1.5226,                 1.5261,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007822,               0.007822,               0.007822
                     14,                 1.2902,                 1.4071,                 1.4818,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007624,               0.007624,               0.007624
                     15,                  1.247,                 1.3423,                 1.4582,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007426,               0.007426,               0.007426
                     16,                 1.2033,                  1.274,                 1.4323,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007228,               0.007228,               0.007228
                     17,                 1.1761,                 1.2237,                 1.4127,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00703,                0.00703,                0.00703
                     18,                 1.1427,                 1.1549,                 1.3874,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006832,               0.006832,               0.006832
                     19,                 1.1308,                 1.1276,                  1.375,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006634,               0.006634,               0.006634
                     20,                 1.0913,                 1.0755,                 1.3481,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006436,               0.006436,               0.006436
                     21,                 1.0613,                 1.0176,                 1.3244,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006238,               0.006238,               0.006238
                     22,                 1.0431,                 0.9883,                 1.3039,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00604,                0.00604,                0.00604
                     23,                 1.0298,                0.96616,                 1.3013,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005842,               0.005842,               0.005842
                     24,                 1.0126,                0.94734,                  1.294,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005644,               0.005644,               0.005644
                     25,                 1.0011,                0.93016,                 1.2873,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005446,               0.005446,               0.005446
                     26,                0.96101,                0.86547,                 1.2461,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005248,               0.005248,               0.005248
                     27,                0.95097,                0.84744,                 1.2443,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00505,                0.00505,                0.00505
                     28,                0.91065,                0.80652,                 1.2092,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004852,               0.004852,               0.004852
                     29,                0.91818,                 0.8173,                 1.2247,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004654,               0.004654,               0.004654
                     30,                0.88759,                0.79758,                 1.2125,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004456,               0.004456,               0.004456
                     31,                0.87908,                0.76811,                  1.192,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004258,               0.004258,               0.004258
                     32,                0.86165,                 0.7471,                 1.1883,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00406,                0.00406,                0.00406
                     33,                0.83788,                0.73231,                 1.1682,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003862,               0.003862,               0.003862
                     34,                0.82672,                0.70365,                 1.1526,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003664,               0.003664,               0.003664
                     35,                0.80372,                0.68008,                 1.1431,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003466,               0.003466,               0.003466
                     36,                0.79372,                0.67437,                 1.1438,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003268,               0.003268,               0.003268
                     37,                0.78241,                0.65769,                 1.1289,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00307,                0.00307,                0.00307
                     38,                 0.7801,                0.65043,                  1.123,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002872,               0.002872,               0.002872
                     39,                0.75068,                0.63611,                 1.1152,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002674,               0.002674,               0.002674
                     40,                0.74323,                0.62415,                 1.1034,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002476,               0.002476,               0.002476
                     41,                0.73576,                0.56377,                 1.1318,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002278,               0.002278,               0.002278
                     42,                0.68017,                 0.4993,                 1.0864,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00208,                0.00208,                0.00208
                     43,                0.65902,                0.47542,                 1.0716,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001882,               0.001882,               0.001882
                     44,                0.63347,                0.46107,                 1.0579,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001684,               0.001684,               0.001684
                     45,                0.60539,                0.43805,                 1.0398,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001486,               0.001486,               0.001486
                     46,                0.61117,                0.43766,                 1.0387,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001288,               0.001288,               0.001288
                     47,                0.58578,                0.42588,                 1.0251,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00109,                0.00109,                0.00109
                     48,                0.57061,                0.40984,                 1.0111,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000892,               0.000892,               0.000892
                     49,                0.54545,                0.39672,                0.99979,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000694,               0.000694,               0.000694
                     50,                0.55467,                 0.3999,                 1.0054,                0.87833,                0.75143,                0.84574,                0.64603,                 1.0088,                0.81238,                 1.4323,               0.000496,               0.000496,               0.000496
