                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.2813,                 4.8243,                 2.2775,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 0.0901,                 0.0011,                 0.0011
                      2,                 2.1401,                   4.17,                 2.2853,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.079254,              0.0022545,              0.0022545
                      3,                 2.0497,                 3.9262,                 2.2469,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.068361,              0.0033614,              0.0033614
                      4,                 2.0133,                 3.8396,                 2.2446,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.057421,              0.0044208,              0.0044208
                      5,                 1.9846,                 3.7423,                 2.1961,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.046433,              0.0054327,              0.0054327
                      6,                 1.9684,                  3.663,                 2.1846,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.035397,              0.0063971,              0.0063971
                      7,                 1.9689,                 3.6263,                 2.1911,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.024314,               0.007314,               0.007314
                      8,                 1.9502,                 3.5715,                  2.177,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.013183,              0.0081833,              0.0081833
                      9,                 1.9263,                 3.5179,                 2.1537,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.008416,               0.008416,               0.008416
                     10,                 1.9219,                 3.4524,                 2.1652,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.008416,               0.008416,               0.008416
                     11,                 1.9067,                 3.4118,                 2.1611,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.008218,               0.008218,               0.008218
                     12,                 1.8913,                 3.3536,                 2.1307,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00802,                0.00802,                0.00802
                     13,                 1.8591,                 3.3213,                 2.1094,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007822,               0.007822,               0.007822
                     14,                 1.8304,                 3.2039,                 2.0767,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007624,               0.007624,               0.007624
                     15,                 1.8332,                  3.152,                 2.0802,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007426,               0.007426,               0.007426
                     16,                 1.8064,                 3.1208,                 2.0791,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007228,               0.007228,               0.007228
                     17,                 1.7932,                 3.0778,                 2.0609,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00703,                0.00703,                0.00703
                     18,                 1.7646,                 2.9991,                  2.046,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006832,               0.006832,               0.006832
                     19,                 1.7725,                 2.9856,                 2.0436,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006634,               0.006634,               0.006634
                     20,                 1.7396,                 2.9099,                 2.0223,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006436,               0.006436,               0.006436
                     21,                 1.7297,                 2.8495,                 1.9989,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006238,               0.006238,               0.006238
                     22,                 1.7306,                 2.7948,                 1.9979,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00604,                0.00604,                0.00604
                     23,                 1.7187,                 2.7988,                  1.999,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005842,               0.005842,               0.005842
                     24,                  1.678,                 2.7247,                 1.9714,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005644,               0.005644,               0.005644
                     25,                 1.6666,                 2.6737,                 1.9739,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005446,               0.005446,               0.005446
                     26,                 1.6683,                 2.6282,                 1.9511,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005248,               0.005248,               0.005248
                     27,                 1.6515,                 2.5869,                 1.9558,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00505,                0.00505,                0.00505
                     28,                 1.6116,                 2.4647,                 1.9044,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004852,               0.004852,               0.004852
                     29,                 1.6122,                  2.478,                 1.9139,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004654,               0.004654,               0.004654
                     30,                 1.5688,                  2.425,                 1.9039,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004456,               0.004456,               0.004456
                     31,                 1.5926,                 2.3856,                 1.8936,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004258,               0.004258,               0.004258
                     32,                 1.5608,                 2.3189,                 1.8806,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00406,                0.00406,                0.00406
                     33,                 1.5211,                 2.2358,                 1.8433,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003862,               0.003862,               0.003862
                     34,                 1.5124,                 2.1813,                 1.8234,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003664,               0.003664,               0.003664
                     35,                 1.5175,                 2.1686,                 1.8386,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003466,               0.003466,               0.003466
                     36,                 1.4952,                 2.1405,                 1.8284,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003268,               0.003268,               0.003268
                     37,                  1.483,                 2.1071,                  1.804,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00307,                0.00307,                0.00307
                     38,                 1.4942,                  2.073,                 1.8044,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002872,               0.002872,               0.002872
                     39,                 1.4587,                 2.0594,                 1.7978,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002674,               0.002674,               0.002674
                     40,                 1.4314,                 2.0006,                 1.7646,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002476,               0.002476,               0.002476
                     41,                 1.5058,                  1.966,                 1.9396,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002278,               0.002278,               0.002278
                     42,                  1.421,                 1.7824,                 1.8725,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00208,                0.00208,                0.00208
                     43,                  1.395,                 1.6912,                 1.8443,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001882,               0.001882,               0.001882
